Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G2,W,L,ERA,WHIP,SV,Type,Drafted Out Of,SchoolID
2014,5,,139,FrRnd,4,Cubs,Y,"$1,000,000 ",Justin Steele ,LHP,,,,,,,,,,,,,HS,George County HS,#N/A
2014,5,,143,FrRnd,8,Rockies,Y,"$650,000 ",Kevin Padlo ,3B,,,,,,,,,,,,,HS,Murrieta Valley HS,#N/A
2014,5,,144,FrRnd,9,Blue Jays,Y,"$750,000 ",Lane Thomas ,RF,0.6,34,38,4,0.316,1.093,,,,,,,HS,Bearden HS,#N/A
2014,5,,150,FrRnd,15,Diamondbacks,Y,,Mason McCullough ,RHP,,,,,,,,,,,,,4Yr,Lander University,LanderU
2014,5,,157,FrRnd,22,Rays,Y,"$250,000 ",Michael Russell ,SS,,,,,,,,,,,,,4Yr,University of North Carolina at Chapel Hill,unc
2014,5,,161,FrRnd,26,Pirates,Y,"$275,000 ",Michael Suchy ,RF,,,,,,,,,,,,,4Yr,Florida Gulf Coast University,flgulfc
2014,5,,142,FrRnd,7,Phillies,Y,"$349,700 ",Rhys Hoskins ,1B,4.7,363,1298,81,0.239,0.858,,,,,,,4Yr,California State University Sacramento,sacstate
2014,5,,148,FrRnd,13,Giants,Y,"$330,000 ",Sam Coonrod ,RHP,0.4,28,0,0,,,33,5,1,3.58,1.23,0,4Yr,Southern Illinois University Carbondale,sillinois
2014,5,,160,FrRnd,25,Tigers,Y,"$393,900 ",Shane Zeile ,C,,,,,,,,,,,,,4Yr,"University of California, Los Angeles",ucla
2014,5,,155,FrRnd,20,Reds,Y,"$308,400 ",Tejay Antone ,RHP,,,,,,,,,,,,,JC,Weatherford College,txweath
2014,5,,156,FrRnd,21,Rangers,Y,"$125,000 ",Wes Benjamin ,LHP,,,,,,,,,,,,,4Yr,University of Kansas,kansas
2014,5,,138,FrRnd,3,White Sox,Y,"$363,400 ",Zach Thompson ,RHP,,,,,,,,,,,,,4Yr,University of Texas at Arlington,utarl
2014,4,,130,FrRnd,25,Tigers,Y,"$412,400 ",Adam Ravenelle ,RHP,,,,,,,,,,,,,4Yr,Vanderbilt University,vandy
2014,4,,135,FrRnd,30,Cardinals,Y,"$374,100 ",Austin Gomber ,LHP,0.3,27,19,0,0.211,0.474,29,6,2,4.44,1.51,0,4Yr,Florida Atlantic University,flatlantic
2014,4,,127,FrRnd,22,Rays,Y,"$462,500 ",Blake Bivens ,RHP,,,,,,,,,,,,,HS,George Washington HS,#N/A
2014,4,,120,FrRnd,15,Diamondbacks,Y,"$350,000 ",Brent Jones ,RHP,,,,,,,,,,,,,4Yr,Cornell University,cornell
2014,4,,108,FrRnd,3,White Sox,Y,"$450,000 ",Brett Austin ,C,,,,,,,,,,,,,4Yr,North Carolina State University,ncstate
2014,4,,126,FrRnd,21,Rangers,Y,"$475,000 ",Brett Martin ,LHP,0.6,4,0,0,,,51,2,3,4.76,1.44,0,JC,Walters State Community College,walterscc
2014,4,,107,FrRnd,2,Marlins,Y,"$490,000 ",Brian Schales ,SS,,,,,,,,,,,,,HS,Edison HS,#N/A
2014,4,,109,FrRnd,4,Cubs,Y,"$1,100,000 ",Carson Sands ,LHP,,,,,,,,,,,,,HS,North Florida Christian HS,#N/A
2014,4,,133,FrRnd,28,Braves,Y,"$400,000 ",Chad Sobotka ,RHP,-0.1,44,3,0,0.333,0.667,46,1,0,4.78,1.41,0,4Yr,University of South Carolina Upstate,scupsta
2014,4,,112,FrRnd,7,Phillies,Y,"$550,000 ",Chris Oliver ,RHP,,,,,,,,,,,,,4Yr,University of Arkansas,arkansas
2014,4,,123,FrRnd,18,Royals,Y,"$200,000 ",D.J. Burt ,SS,,,,,,,,,,,,,HS,Fuquay-Varina HS,#N/A
2014,4,,106,FrRnd,1,Astros,Y,"$470,000 ",Daniel Mengden ,RHP,1.9,5,13,0,0.154,0.368,56,17,19,4.68,1.3,1,4Yr,Texas A&M University,texasam
2014,4,,115,FrRnd,10,Mets,Y,"$305,000 ",Eudor Garcia ,3B,,,,,,,,,,,,,JC,El Paso Community College,txelpas
2014,4,,125,FrRnd,20,Reds,Y,"$525,000 ",Gavin LaValley ,3B,,,,,,,,,,,,,HS,Carl Albert HS,#N/A
2014,4,,129,FrRnd,24,Dodgers,Y,"$396,300 ",Jeff Brigham ,RHP,0,36,4,0,0.25,0.5,36,3,6,4.94,1.45,1,4Yr,University of Washington,washington
2014,4,,119,FrRnd,14,Angels,Y,"$400,000 ",Jeremy Rhoades ,RHP,,,,,,,,,,,,,4Yr,Illinois State University,illinoisst
2014,4,,122,FrRnd,17,Yankees,Y,"$424,000 ",Jordan Montgomery ,LHP,3.3,2,3,0,0,0.4,37,11,7,3.91,1.26,0,4Yr,University of South Carolina,scarolina
2014,4,,132,FrRnd,27,Athletics,Y,"$175,000 ",Jordan Schwartz ,RHP,,,,,,,,,,,,,4Yr,Niagara University,niagara
2014,4,,134,FrRnd,29,Red Sox,Y,"$300,000 ",Kevin McAvoy ,RHP,,,,,,,,,,,,,4Yr,Bryant College,bryant
2014,4,,118,FrRnd,13,Giants,Y,"$600,000 ",Logan Webb ,RHP,0,7,9,0,0.111,0.311,8,2,3,5.22,1.46,0,HS,Rocklin HS,#N/A
2014,4,,114,FrRnd,9,Blue Jays,Y,"$300,000 ",Matt Morgan ,C,,,,,,,,,,,,,HS,Thorsby HS,#N/A
2014,4,,117,FrRnd,12,Padres,Y,"$406,700 ",Nick Torres ,RF,,,,,,,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo",calpoly
2014,4,,121,FrRnd,16,Orioles,Y,"$428,100 ",Pat Connaughton ,RHP,,,,,,,,,,,,,4Yr,University of Notre Dame,notredame
2014,4,,124,FrRnd,19,Nationals,Y,"$400,000 ",Robbie Dickey ,RHP,,,,,,,,,,,,,JC,Blinn College,txblinn
2014,4,,111,FrRnd,6,Mariners,Y,"$40,000 ",Ryan Yarbrough ,LHP,2.4,4,3,0,0,0,66,27,12,4.02,1.15,0,4Yr,Old Dominion University,olddom
2014,4,,128,FrRnd,23,Indians,Y,"$700,000 ",Sam Hentges ,LHP,,,,,,,,,,,,,HS,Mounds View HS,#N/A
2014,4,,110,FrRnd,5,Twins,Y,"$400,000 ",Samuel Clay ,LHP,,,,,,,,,,,,,4Yr,Georgia Institute of Technology,gatech
2014,4,,131,FrRnd,26,Pirates,Y,"$388,800 ",Taylor Gushue ,C,,,,,,,,,,,,,4Yr,University of Florida,florida
2014,4,,116,FrRnd,11,Brewers,Y,"$400,000 ",Troy Stokes Jr. ,CF,,,,,,,,,,,,,HS,Calvert Hall College HS,#N/A
2014,4,,113,FrRnd,8,Rockies,Y,"$360,000 ",Wes Rogers ,CF,,,,,,,,,,,,,JC,Spartanburg Methodist College,scspart
2014,3,,81,FrRnd,7,Phillies,Y,"$750,000 ",Aaron Brown ,CF,,,,,,,,,,,,,4Yr,Pepperdine University,pepperdine
2014,3,,80,FrRnd,6,Mariners,Y,"$400,000 ",Austin Cousino ,CF,,,,,,,,,,,,,4Yr,University of Kentucky,kentucky
2014,3,,91,FrRnd,17,Yankees,Y,"$1,000,000 ",Austin DeCarr ,RHP,,,,,,,,,,,,,HS,Salisbury Prep,#N/A
2014,3,,97,FrRnd,23,Indians,Y,"$912,500 ",Bobby Bradley ,1B,-0.3,15,45,1,0.178,0.6,,,,,,,HS,Harrison Central HS,#N/A
2014,3,,101,FrRnd,27,Athletics,Y,"$510,000 ",Brett Graves ,RHP,-0.4,19,2,0,0,0,21,1,1,5.4,1.59,1,4Yr,University of Missouri Columbia,missouri
2014,3,,76,FrRnd,2,Marlins,Y,"$600,000 ",Brian Anderson ,2B,6.7,307,1133,31,0.267,0.775,,,,,,,4Yr,University of Arkansas,arkansas
2014,3,,90,FrRnd,16,Orioles,Y,"$700,000 ",Brian Gonzalez ,LHP,,,,,,,,,,,,,HS,Archbishop McCarthy HS,#N/A
2014,3,,96,FrRnd,22,Rays,Y,"$897,500 ",Brock Burke ,LHP,-0.1,,,,,,6,0,2,7.43,1.54,0,HS,Evergreen HS,#N/A
2014,3,,88,FrRnd,14,Angels,Y,"$575,000 ",Chris Ellis ,RHP,0,,,,,,1,0,0,0,2,0,4Yr,University of Mississippi,olemiss
2014,3,,85,FrRnd,11,Brewers,Y,"$400,000 ",Cy Sneed ,RHP,-0.1,,,,,,8,0,1,5.48,1.45,0,4Yr,Dallas Baptist University,dallasbapt
2014,3,,87,FrRnd,13,Giants,Y,"$650,000 ",Dylan Davis ,RF,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2014,3,,92,FrRnd,18,Royals,Y,"$576,100 ",Eric Skoglund ,LHP,-0.9,4,3,0,0,0,27,2,11,6.61,1.52,0,4Yr,University of Central Florida,cflorida
2014,3,,99,FrRnd,25,Tigers,Y,"$529,400 ",Grayson Greiner ,C,-0.7,88,304,5,0.207,0.577,,,,,,,4Yr,University of South Carolina,scarolina
2014,3,,75,FrRnd,1,Astros,Y,"$748,600 ",J.D. Davis ,3B,0.3,206,575,27,0.275,0.805,3,0,0,3.38,1.13,0,4Yr,California State University Fullerton,calstfull
2014,3,,77,FrRnd,3,White Sox,Y,"$760,000 ",Jace Fry ,LHP,0.2,10,0,0,,,138,5,7,4.94,1.42,4,4Yr,Oregon State University,oregonst
2014,3,,103,FrRnd,29,Red Sox,Y,"$450,000 ",Jake Cosart ,RHP,,,,,,,,,,,,,JC,Seminole Community College,seminolecc
2014,3,,93,FrRnd,19,Nationals,Y,"$800,000 ",Jakson Reetz ,C,,,,,,,,,,,,,HS,Norris HS,#N/A
2014,3,,98,FrRnd,24,Dodgers,Y,"$534,400 ",John Richy ,RHP,,,,,,,,,,,,,4Yr,University of Nevada-Las Vegas,unlv
2014,3,,100,FrRnd,26,Pirates,Y,"$500,000 ",Jordan Luplow ,RF,1.7,149,395,21,0.241,0.804,,,,,,,4Yr,California State University Fresno,fresnost
2014,3,,95,FrRnd,21,Rangers,Y,"$800,000 ",Josh Morgan ,SS,,,,,,,,,,,,,HS,Orange Lutheran HS,#N/A
2014,3,,78,FrRnd,4,Cubs,Y,"$615,000 ",Mark Zagunis ,C,-0.1,42,55,0,0.2,0.585,,,,,,,4Yr,Virginia Polytechnic Institute and State University,vatech
2014,3,,89,FrRnd,15,Diamondbacks,Y,"$600,000 ",Matt Railey ,CF,,,,,,,,,,,,,HS,North Florida Christian HS,#N/A
2014,3,,102,FrRnd,28,Braves,Y,"$425,000 ",Max Povse ,RHP,-0.2,0,0,0,,,3,0,0,7.36,2.73,0,4Yr,University of North Carolina at Greensboro,uncgreen
2014,3,,79,FrRnd,5,Twins,Y,"$703,900 ",Michael Cederoth ,RHP,,,,,,,,,,,,,4Yr,San Diego State University,sandiegost
2014,3,,105,FrRnd,31,Marlins,Y,"$499,500 ",Michael Mader ,LHP,,,,,,,,,,,,,JC,Chipola College,flchipo
2014,3,,84,FrRnd,10,Mets,Y,"$750,000 ",Milton Ramos ,SS,,,,,,,,,,,,,HS,American Heritage HS,#N/A
2014,3,,83,FrRnd,9,Blue Jays,Y,"$661,800 ",Nick Wells ,LHP,,,,,,,,,,,,,HS,Battlefield HS,#N/A
2014,3,,82,FrRnd,8,Rockies,Y,"$672,100 ",Sam Howard ,LHP,-0.2,23,1,0,0,0,24,2,0,5.87,1.7,0,4Yr,Georgia Southern University,georgiasou
2014,3,,104,FrRnd,30,Cardinals,N,,Trevor Megill ,RHP,,,,,,,,,,,,,4Yr,Loyola Marymount University,loyolamary
2014,3,,94,FrRnd,20,Reds,Y,"$558,700 ",Wyatt Strahan ,RHP,,,,,,,,,,,,,4Yr,University of Southern California,usc
2014,3,,86,FrRnd,12,Padres,Y,"$600,000 ",Zech Lemond ,RHP,,,,,,,,,,,,,4Yr,Rice University,rice
2014,2,,42,FrRnd,1,Astros,Y,"$1,350,000 ",AJ Reed ,1B,-1.6,62,175,4,0.149,0.475,1,0,0,0,0,0,4Yr,University of Kentucky,kentucky
2014,2,,62,FrRnd,21,Dodgers,Y,"$914,600 ",Alex Verdugo ,OF,3.3,158,443,14,0.282,0.784,,,,,,,HS,Sahuaro HS,#N/A
2014,2,,71,FrRnd,30,Cardinals,Y,"$546,100 ",Andrew Morales ,RHP,,,,,,,,,,,,,4Yr,"University of California, Irvine",ucirvine
2014,2,,57,FrRnd,16,Nationals,N,,Andrew Suarez ,LHP,-0.1,46,50,0,0.06,0.156,50,7,15,4.71,1.35,0,4Yr,University of Miami,miamifl
2014,2,,52,FrRnd,11,Giants,Y,"$1,100,000 ",Aramis Garcia ,C,-0.1,37,105,6,0.229,0.689,,,,,,,4Yr,Florida International University,flinternat
2014,2,,72,FrRnd,31,Rays,Y,"$800,000 ",Brent Honeywell Jr. ,RHP,,,,,,,,,,,,,JC,Walters State Community College,walterscc
2014,2,,60,FrRnd,19,Rays,Y,"$1,097,500 ",Cameron Varga ,RHP,,,,,,,,,,,,,HS,Cincinnati Hills Christian Academy,#N/A
2014,2,,54,FrRnd,13,Diamondbacks,Y,"$1,034,500 ",Cody Reed ,LHP,,,,,,,,,,,,,HS,Ardmore HS,#N/A
2014,2,,65,FrRnd,24,Athletics,Y,"$750,000 ",Daniel Gossett ,RHP,-0.7,3,5,0,0.2,0.4,23,4,14,5.91,1.56,0,4Yr,Clemson University,clemson
2014,2,,74,FrRnd,33,Mariners,Y,"$2,000,000 ",Gareth Morgan ,OF,,,,,,,,,,,,,HS,Blyth Academy,#N/A
2014,2,,66,FrRnd,25,Braves,Y,"$1,000,000 ",Garrett Fulenchek ,RHP,,,,,,,,,,,,,HS,Howe HS,#N/A
2014,2,,61,FrRnd,20,Indians,Y,"$1,100,000 ",Grant Hockin ,RHP,,,,,,,,,,,,,HS,Damien HS,#N/A
2014,2,,70,FrRnd,29,Diamondbacks,Y,"$750,000 ",Isan Diaz ,SS,-0.8,49,179,5,0.173,0.566,,,,,,,HS,Springfield HS,#N/A
2014,2,,55,FrRnd,14,Yankees,Y,"$1,018,700 ",Jacob Lindgren ,LHP,0,0,0,0,,,7,0,0,5.14,1.29,0,4Yr,Mississippi State University,missst
2014,2,,45,FrRnd,4,Cubs,Y,"$1,000,000 ",Jake Stinnett ,RHP,,,,,,,,,,,,,4Yr,University of Maryland,maryland
2014,2,,53,FrRnd,12,Angels,Y,"$1,200,000 ",Joe Gatto ,RHP,,,,,,,,,,,,,HS,St. Augustine College Preparatory School,#N/A
2014,2,,43,FrRnd,2,Marlins,Y,"$1,316,000 ",Justin Twine ,SS,,,,,,,,,,,,,HS,Falls City HS,#N/A
2014,2,,69,FrRnd,28,Diamondbacks,Y,"$1,000,000 ",Marcus Wilson ,OF,,,,,,,,,,,,,HS,Junipero Serra HS,#N/A
2014,2,,47,FrRnd,6,Phillies,Y,"$1,187,900 ",Matt Imhof ,LHP,,,,,,,,,,,,,4Yr,"California Polytechnic State University, San Luis Obispo",calpoly
2014,2,,51,FrRnd,10,Padres,Y,"$1,300,000 ",Michael Gettys ,OF,,,,,,,,,,,,,HS,Gainesville HS,#N/A
2014,2,,64,FrRnd,23,Pirates,Y,"$1,000,000 ",Mitch Keller ,RHP,-1,10,10,0,0,0,11,1,5,7.13,1.83,0,HS,Xavier HS,#N/A
2014,2,,50,FrRnd,9,Brewers,Y,"$1,800,000 ",Monte Harrison ,OF,,,,,,,,,,,,,HS,Lee's Summit West HS,#N/A
2014,2,,46,FrRnd,5,Twins,Y,"$1,218,800 ",Nick Burdi ,RHP,-0.6,12,0,0,,,13,2,1,10.8,1.9,0,4Yr,University of Louisville,louisville
2014,2,,68,FrRnd,27,Cardinals,Y,"$833,900 ",Ronnie Williams ,RHP,,,,,,,,,,,,,HS,American Senior HS,#N/A
2014,2,,48,FrRnd,7,Rockies,Y,"$100,000 ",Ryan Castellani ,RHP,,,,,,,,,,,,,HS,Brophy College Preparatory,#N/A
2014,2,,67,FrRnd,26,Red Sox,Y,"$846,800 ",Sam Travis ,1B,-1.3,111,256,7,0.23,0.659,,,,,,,4Yr,Indiana University-Bloomington,indiana
2014,2,,56,FrRnd,15,Royals,Y,"$1,800,000 ",Scott Blewett ,RHP,,,,,,,,,,,,,HS,Baker HS,#N/A
2014,2,,49,FrRnd,8,Blue Jays,Y,"$1,128,800 ",Sean Reid-Foley ,RHP,-0.1,2,4,0,0,0,16,4,8,4.71,1.63,0,HS,Sandalwood HS,#N/A
2014,2,,44,FrRnd,3,White Sox,Y,"$1,282,700 ",Spencer Adams ,RHP,,,,,,,,,,,,,HS,White County HS,#N/A
2014,2,,63,FrRnd,22,Tigers,Y,"$900,000 ",Spencer Turnbull ,RHP,2.2,4,10,0,0,0,34,3,19,4.76,1.42,0,4Yr,University of Alabama,alabama
2014,2,,58,FrRnd,17,Reds,Y,"$972,800 ",Taylor Sparks ,3B,,,,,,,,,,,,,4Yr,"University of California, Irvine",ucirvine
2014,2,,59,FrRnd,18,Rangers,Y,"$1,200,000 ",Ti'Quan Forbes ,SS,,,,,,,,,,,,,HS,Columbia HS,#N/A
2014,2,,73,FrRnd,32,Pirates,Y,"$1,000,000 ",Trey Supak ,RHP,,,,,,,,,,,,,HS,La Grange HS,#N/A
2014,1,,7,FrRnd,7,Phillies,Y,"$3,300,900 ",Aaron Nola ,RHP,19.4,120,222,0,0.077,0.233,127,53,35,3.49,1.17,0,4Yr,Louisiana State University,lsu
2014,1,,29,FrRnd,29,Reds,Y,"$1,788,000 ",Alex Blandino ,SS,0.1,92,164,2,0.238,0.654,1,0,0,0,1,0,4Yr,Stanford University,stanford
2014,1,,6,FrRnd,6,Mariners,Y,"$4,200,000 ",Alex Jackson ,OF,-0.3,4,13,0,0,0.133,,,,,,,HS,Rancho Bernardo HS,#N/A
2014,1,,36,FrRnd,36,Marlins,Y,"$1,170,000 ",Blake Anderson ,C,,,,,,,,,,,,,HS,West Lauderdale HS,#N/A
2014,1,,21,FrRnd,21,Indians,Y,"$1,900,000 ",Bradley Zimmer ,OF,1.5,144,418,10,0.23,0.652,,,,,,,4Yr,University of San Francisco,sanfran
2014,1,,1,FrRnd,1,Astros,N,,Brady Aiken ,LHP,,,,,,,,,,,,,HS,Cathedral Catholic HS,#N/A
2014,1,,17,FrRnd,17,Royals,Y,"$2,200,600 ",Brandon Finnegan ,LHP,2.2,47,69,0,0.087,0.241,67,16,18,4.11,1.39,0,4Yr,Texas Christian University,txchrist
2014,1,,32,FrRnd,32,Braves,Y,"$1,705,000 ",Braxton Davidson ,OF,,,,,,,,,,,,,HS,T. C. Roberson HS,#N/A
2014,1,,3,FrRnd,3,White Sox,Y,"$6,582,000 ",Carlos Rodon ,LHP,6.8,6,10,0,0.2,0.5,93,29,31,4.08,1.38,0,4Yr,North Carolina State University,ncstate
2014,1,,20,FrRnd,20,Rays,Y,"$2,035,500 ",Casey Gillaspie ,1B,,,,,,,,,,,,,4Yr,Wichita State University,wichitast
2014,1,,40,FrRnd,40,Royals,Y,"$1,350,000 ",Chase Vallot ,C,,,,,,,,,,,,,HS,St. Thomas More HS,#N/A
2014,1,,24,FrRnd,24,Pirates,Y,"$1,800,000 ",Cole Tucker ,SS,0.2,56,147,2,0.211,0.626,,,,,,,HS,Mountain Pointe HS,#N/A
2014,1,,39,FrRnd,39,Pirates,Y,"$1,250,000 ",Connor Joe ,OF,-0.1,8,15,0,0.067,0.192,,,,,,,4Yr,University of San Diego,sandiego
2014,1,,37,FrRnd,37,Astros,Y,"$1,534,100 ",Derek Fisher ,OF,0.4,152,371,16,0.191,0.649,,,,,,,4Yr,University of Virginia,virginia
2014,1,,23,FrRnd,23,Tigers,Y,"$2,000,000 ",Derek Hill ,OF,,,,,,,,,,,,,HS,Elk Grove HS,#N/A
2014,1,,18,FrRnd,18,Nationals,Y,"$2,511,100 ",Erick Fedde ,RHP,0.7,33,35,0,0.086,0.197,35,6,7,5.39,1.56,0,4Yr,University of Nevada-Las Vegas,unlv
2014,1,,35,FrRnd,35,Rockies,Y,"$2,000,000 ",Forrest Wall ,2B,,,,,,,,,,,,,HS,Orangewood Christian HS,#N/A
2014,1,,28,FrRnd,28,Royals,Y,"$1,925,000 ",Foster Griffin ,LHP,,,,,,,,,,,,,HS,The First Academy,#N/A
2014,1,,22,FrRnd,22,Dodgers,Y,"$2,500,000 ",Grant Holmes ,RHP,,,,,,,,,,,,,HS,Conway HS,#N/A
2014,1,,34,FrRnd,34,Cardinals,Y,"$2,000,000 ",Jack Flaherty ,RHP,8.4,69,106,0,0.16,0.378,67,19,19,3.2,1.06,0,HS,Harvard-Westlake HS,#N/A
2014,1,,41,FrRnd,41,Brewers,Y,"$1,830,000 ",Jake Gatewood ,SS,,,,,,,,,,,,,HS,Clovis HS,#N/A
2014,1,,9,FrRnd,9,Blue Jays,Y,"$3,080,800 ",Jeff Hoffman ,RHP,-0.7,55,62,0,0.129,0.274,52,8,15,6.11,1.59,0,4Yr,East Carolina University,ecarolina
2014,1,,31,FrRnd,31,Indians,Y,"$1,600,000 ",Justus Sheffield ,LHP,0.1,1,2,0,0,0,11,0,1,5.82,1.78,0,HS,Tullahoma HS,#N/A
2014,1,,12,FrRnd,12,Brewers,Y,"$2,500,000 ",Kodi Medeiros ,LHP,,,,,,,,,,,,,HS,Waiakea HS,#N/A
2014,1,,8,FrRnd,8,Rockies,Y,"$2,300,000 ",Kyle Freeland ,LHP,10.6,82,140,1,0.114,0.308,88,31,29,4.14,1.4,0,4Yr,University of Evansville,evansville
2014,1,,4,FrRnd,4,Cubs,Y,"$3,125,000 ",Kyle Schwarber ,C,5.3,492,1615,110,0.235,0.829,,,,,,,4Yr,Indiana University-Bloomington,indiana
2014,1,,30,FrRnd,30,Rangers,Y,"$1,750,000 ",Luis Ortiz ,RHP,-0.4,0,0,0,,,3,0,2,12.71,3.35,0,HS,Sanger HS,#N/A
2014,1,,27,FrRnd,27,Cardinals,Y,"$1,843,000 ",Luke Weaver ,RHP,1,70,89,1,0.18,0.409,64,19,20,4.39,1.37,0,4Yr,Florida State University,floridast
2014,1,,25,FrRnd,25,Athletics,Y,"$1,750,000 ",Matt Chapman ,3B,19.8,385,1420,74,0.257,0.841,,,,,,,4Yr,California State University Fullerton,calstfull
2014,1,,11,FrRnd,11,Blue Jays,Y,"$2,888,300 ",Max Pentecost ,C,,,,,,,,,,,,,4Yr,Kennesaw State University,kennesawst
2014,1,,26,FrRnd,26,Red Sox,Y,"$1,870,500 ",Michael Chavis ,SS,0.6,95,347,18,0.254,0.766,,,,,,,HS,Sprayberry HS,#N/A
2014,1,,10,FrRnd,10,Mets,Y,"$2,970,800 ",Michael Conforto ,OF,12.4,578,1943,109,0.253,0.834,,,,,,,4Yr,Oregon State University,oregonst
2014,1,,33,FrRnd,33,Red Sox,Y,"$1,500,000 ",Michael Kopech ,RHP,0.1,0,0,0,,,4,1,1,5.02,1.53,0,HS,Mount Pleasant HS,#N/A
2014,1,,38,FrRnd,38,Indians,Y,"$1,250,000 ",Mike Papi ,OF,,,,,,,,,,,,,4Yr,University of Virginia,virginia
2014,1,,5,FrRnd,5,Twins,Y,"$3,851,000 ",Nick Gordon ,SS,,,,,,,,,,,,,HS,Olympia HS,#N/A
2014,1,,19,FrRnd,19,Reds,Y,"$1,990,500 ",Nick Howard ,RHP,,,,,,,,,,,,,4Yr,University of Virginia,virginia
2014,1,,15,FrRnd,15,Angels,Y,"$2,518,400 ",Sean Newcomb ,LHP,3.6,99,80,0,0.038,0.122,105,22,21,3.87,1.4,1,4Yr,University of Hartford,hartford
2014,1,,16,FrRnd,16,Diamondbacks,Y,"$2,700,000 ",Touki Toussaint ,RHP,-0.3,31,19,0,0.053,0.105,31,6,1,4.97,1.54,0,HS,Coral Springs Christian Academy,#N/A
2014,1,,13,FrRnd,13,Padres,Y,"$2,900,000 ",Trea Turner ,SS,14.1,482,1944,63,0.291,0.815,,,,,,,4Yr,North Carolina State University,ncstate
2014,1,,14,FrRnd,14,Giants,Y,"$2,613,200 ",Tyler Beede ,RHP,-0.3,27,40,0,0.1,0.263,26,5,11,5.27,1.52,0,4Yr,Vanderbilt University,vandy
2014,1,,2,FrRnd,2,Marlins,Y,"$6,000,000 ",Tyler Kolek ,RHP,,,,,,,,,,,,,HS,Shepherd HS,#N/A
2013,5,,140,FrRnd,4,Twins,Y,"$380,000 ",Aaron Slegers ,RHP,-0.2,0,0,0,,,9,1,2,5.63,1.25,1,4Yr,Indiana University-Bloomington,indiana
2013,5,,144,FrRnd,8,Royals,Y,"$175,000 ",Amalani Fukofuka ,CF,,,,,,,,,,,,,HS,Logan HS,#N/A
2013,5,,166,FrRnd,30,Nationals,Y,"$272,800 ",Austin Voth ,RHP,1.1,11,11,0,0.091,0.182,13,3,2,4.02,1.14,0,4Yr,University of Washington,washington
2013,5,,151,FrRnd,15,Phillies,N,,Ben Holmes ,LHP,,,,,,,,,,,,,4Yr,Oregon State University,oregonst
2013,5,,139,FrRnd,3,Rockies,Y,"$353,900 ",Blake Shouse ,RHP,,,,,,,,,,,,,JC,Middle Georgia University,gamiddl
2013,5,,161,FrRnd,25,Athletics,Y,"$500,000 ",Bobby Wahl ,RHP,-0.3,6,0,0,,,14,0,1,6.92,1.92,0,4Yr,University of Mississippi,olemiss
2013,5,,156,FrRnd,20,Tigers,Y,"$225,000 ",Buck Farmer ,RHP,0.5,11,4,0,0.25,0.5,182,14,21,5.32,1.52,0,4Yr,Georgia Institute of Technology,gatech
2013,5,,142,FrRnd,6,Marlins,Y,"$343,900 ",Chad Wallach ,C,0.1,40,104,2,0.202,0.583,,,,,,,4Yr,California State University Fullerton,calstfull
2013,5,,143,FrRnd,7,Red Sox,Y,"$300,000 ",Corey Littrell ,LHP,,,,,,,,,,,,,4Yr,University of Kentucky,kentucky
2013,5,,165,FrRnd,29,Reds,Y,"$367,900 ",Cory Thompson ,SS,,,,,,,,,,,,,HS,Mauldin HS,#N/A
2013,5,,145,FrRnd,9,Blue Jays,Y,"$200,000 ",Dan Lietz ,LHP,,,,,,,,,,,,,JC,Heartland Community College,heartlandcc
2013,5,,162,FrRnd,26,Giants,Y,"$283,500 ",Dan Slania ,RHP,0,1,0,0,,,1,0,0,0,0,0,4Yr,University of Notre Dame,notredame
2013,5,,164,FrRnd,28,Yankees,Y,"$371,000 ",David Palladino ,RHP,,,,,,,,,,,,,JC,Howard College,txhowar
2013,5,,155,FrRnd,19,Cardinals,Y,"$227,100 ",Ian McKinney ,LHP,,,,,,,,,,,,,HS,William R. Boone HS,#N/A
2013,5,,154,FrRnd,18,Dodgers,Y,"$306,200 ",J.D. Underwood ,,,,,,,,,,,,,,JC,Palm Beach Community College,pbsc
2013,5,,147,FrRnd,11,Mariners,Y,"$327,600 ",Jack Reinheimer ,SS,-0.4,23,35,0,0.143,0.393,,,,,,,4Yr,East Carolina University,ecarolina
2013,5,,150,FrRnd,14,Diamondbacks,Y,"$450,000 ",Jamie Westbrook ,SS,,,,,,,,,,,,,HS,Basha HS,#N/A
2013,5,,146,FrRnd,10,Mets,Y,"$450,000 ",Jared King ,LF,,,,,,,,,,,,,4Yr,Kansas State University,kansasst
2013,5,,160,FrRnd,24,Rangers,Y,"$175,000 ",Joe Jackson ,C,,,,,,,,,,,,,4Yr,The Citadel,citadel
2013,5,,158,FrRnd,22,Rays,Y,"$247,500 ",Johnny Field ,2B,0.7,83,221,9,0.222,0.657,1,0,0,0,1,0,4Yr,University of Arizona,arizona
2013,5,,152,FrRnd,16,Brewers,Y,"$250,000 ",Josh Uhen ,RHP,,,,,,,,,,,,,4Yr,University of Wisconsin-Milwaukee,uwm
2013,5,,148,FrRnd,12,Padres,Y,"$308,000 ",Josh VanMeter ,SS,0.3,95,228,8,0.237,0.735,,,,,,,HS,Norwell HS,#N/A
